timestamp,entry_idx,exit_idx,type,entry_price,stop_loss,take_profit,exit_price,hit_sl,hit_tp,profit_loss
47949,47949,15,BUY,0.91642,0.915355,0.9170948628462838,0.915355,True,False,-0.0010649999999999826
47956,47956,17,BUY,0.91604,0.914615,0.9170553342716636,0.914615,True,False,-0.0014250000000000096
47957,47957,20,BUY,0.91592,0.914345,0.9170720143735803,0.914345,True,False,-0.001574999999999993
47960,47960,134,BUY,0.9156,0.9137099999999999,0.9170837509915108,0.9137099999999999,True,False,-0.0018900000000000583
47965,47965,143,BUY,0.91528,0.9133,0.9169173489588144,0.9133,True,False,-0.0019799999999999818
47973,47973,141,BUY,0.91468,0.9124150000000002,0.916525522890434,0.9124150000000002,True,False,-0.0022649999999998505
48011,48011,123,SELL,0.91554,0.9172800000000001,0.9120599999999999,0.9120599999999999,False,True,0.0034800000000001496
48055,48055,39,BUY,0.91541,0.9137599999999999,0.9165615399344276,0.9137599999999999,True,False,-0.0016500000000000403
48115,48115,285,BUY,0.91253,0.90953,0.91526477995317,0.91526477995317,False,True,0.0027347799531700634
48116,48116,284,BUY,0.91234,0.90934,0.9153674283108236,0.9153674283108236,False,True,0.0030274283108235878
48227,48227,13,BUY,0.91199,0.911225,0.9126809812903973,0.9126809812903973,False,True,0.0006909812903973522
48307,48307,6,BUY,0.91329,0.91227,0.9139815434091058,0.9139815434091058,False,True,0.0006915434091057104
48308,48308,5,BUY,0.91318,0.9120249999999999,0.9140210741042191,0.9140210741042191,False,True,0.000841074104219075
48397,48397,3,BUY,0.91291,0.9104650000000001,0.9148369697395017,0.9148369697395017,False,True,0.0019269697395016827
48485,48485,211,BUY,0.91638,0.91338,0.9188073411527221,0.91338,True,False,-0.0030000000000000027
48486,48486,179,BUY,0.91672,0.91372,0.9189250694527865,0.91372,True,False,-0.0030000000000000027
48487,48487,201,BUY,0.91651,0.91351,0.9190265607662749,0.91351,True,False,-0.0030000000000000027
48558,48558,37,BUY,0.91616,0.914795,0.9169997536540253,0.914795,True,False,-0.0013649999999999496
